Sentence,processed_text,Sentiment
Chief executive officer Olli-Pekka Kallasvuo 's changes on Tuesday mark the third time in nine months the company has reshuffled executives and operations as Nokia loses ground to Apple 's iPhone and RIM 's BlackBerry .,chief executive officer kallasvuo changes tuesday mark third time nine months company reshuffled executives operations nokia loses ground apple iphone rim blackberry,neutral
Nokia s U.S. shares were 3.3 percent lower at $ 12.73 by 1750 GMT .,nokia shares percent lower gmt,negative
"Operating profit for the 12-month period decreased from EUR157 .5 m , while net sales increased from EUR634 .3 m , as compared to 2007 .",operating profit period decreased net sales increased compared,negative
"A total of 1,800,000 stock options were issued in the 2003 stock option scheme .",total stock options issued stock option scheme,neutral
"At this stage , a maximum of 60,000 Tulikivi Series A shares will be acquired , representing about 0.16 per cent of the company -¦ s shares outstanding .",stage maximum tulikivi series shares acquired representing per cent company shares outstanding,neutral
This acquisition supports our strategy of being close to our customers all around the world offering both equipment and related services .,acquisition supports strategy close customers around world offering equipment related services,positive
Barclays Bonds Rise as Lender Cuts Dividends to Shore Up Capital,barclays bonds rise lender cuts dividends shore capital,positive
$INVE : SEE YA ABOVE $8,inve see ya,positive
The Group 's revenue in 2009 amounted to EUR 70 million and the company currently employs approximately 780 people .,group revenue amounted eur million company currently employs approximately people,neutral
"Estonian telecoms company Elisa 's customer numbers cross 400,000 TALLINN , Oct 22 , BNS - The Estonian telecommunications company Elisa won approximately 50,000 new clients in the nine months of this year , bringing the number to 401,800 by the end of September , the company said .",estonian telecoms company elisa customer numbers cross tallinn oct bns estonian telecommunications company elisa approximately new clients nine months year bringing number end september company said,positive
Construction is expected to be completed in the summer of 2011 .,construction expected completed summer,neutral
Poyry is a global expert in consulting and engineering .,poyry global expert consulting engineering,neutral
"Vaisala Oyj Stock exchange release 26.03.2010 klo 09.00 1 ( 1 ) The Annual General Meeting of Vaisala Oyj decided on March 25 , 2010 to approve the Company 's annual accounts for 2009 .",vaisala oyj stock exchange release klo annual general meeting vaisala oyj decided march approve company annual accounts,neutral
Net sales increased to EUR193 .3 m from EUR179 .9 m and pretax profit rose by 34.2 % to EUR43 .1 m. ( EUR1 = USD1 .4 ),net sales increased pretax profit rose,positive
Operating profit in the fourth quarter went down to EUR3m from EUR4 .2 m for the corresponding period of 2009 as it included costs of growth projects .,operating profit fourth quarter went corresponding period included costs growth projects,neutral
COMPTEL CORPORATION Sami Ervio President and CEO Distribution : NASDAQ OMX Helsinki Major media Comptel Dynamic OSS solutions enable telecom service providers to deliver services flexibly and charge them effectively .,comptel corporation sami ervio president ceo distribution nasdaq omx helsinki major media comptel dynamic oss solutions enable telecom service providers deliver services flexibly charge effectively,neutral
`` Our Vaalipalvelu-service was especially developed for use by communities and organizations .,especially developed use communities organizations,neutral
The announcement comes two weeks before a key licensing agreement expires between between the two companies which are embroiled in a disagreement over royalty payments for Texas Instrument chips which use Qualcomm-patented technology .,announcement comes two weeks key licensing agreement expires two companies embroiled disagreement royalty payments texas instrument chips use technology,negative
According to an  posted by the World Intellectual Property Organization : `` The present invention relates to hydrocarbons and particularly to the manufacture of hydrocarbon components suitable as aviation fuels or jet fuels and as blending stocks for aviation fuels .,according posted world intellectual property organization present invention relates hydrocarbons particularly manufacture hydrocarbon components suitable aviation fuels jet fuels blending stocks aviation fuels,neutral
"The orders consist in total of over 1,600 panels of lift-away weatherdeck hatch covers and they will be delivered for container vessels with capacities ranging from 2,000 to 13,300 TEUs .",orders consist total panels weatherdeck hatch covers delivered container vessels capacities ranging teus,neutral
The company supports its global customers in developing new technologies and offers a fast route from product development to applications and volume production .,company supports global customers developing new technologies offers fast route product development applications volume production,neutral
"At 10.33 am , Huhtamaki was the market 's biggest faller , 8.69 pct lower at 11.35 eur , while the OMX Helsinki 25 was 0.32 pct higher at 3,332.41 , and the OMX Helsinki was up 0.47 pct at 11,687.32 .",huhtamaki market biggest faller pct lower eur omx helsinki pct higher omx helsinki pct,neutral
Imperial Tobacco Adds Quarterly Dividends After Profit Rose,imperial tobacco adds quarterly dividends profit rose,positive
