source,text,processed_text,year,sentiment
kaggle,$JNK http://stks.co/2Fcm Does not want to go down... risk appetite still high,jnk http want go risk appetite still high,,positive
kaggle,"Product coverage : baked goods ; biscuits ; breakfast cereals Data coverage : market sizes historic and forecasts , company shares , brand shares and distribution data .",product coverage baked goods biscuits breakfast cereals data coverage market sizes historic forecasts company shares brand shares distribution data,,neutral
kaggle,The closing of such transaction took place today .,closing transaction took place today,,neutral
kaggle,AstraZeneca diabetes drug combination faces delay after FDA rebuff,astrazeneca diabetes drug combination faces delay fda rebuff,,negative
kaggle,"The major part of the deliveries include different AC and CXE amplifier solutions and products by Belgian DINH Telecom , a broadband solutions company acquired by Teleste in the spring of 2007 .",major part deliveries include different ac cxe amplifier solutions products belgian dinh telecom broadband solutions company acquired teleste spring 2007,2007.0,neutral
kaggle,"Following the registration , the share capital of Biotie is EUR 52,556,678.10 .",following registration share capital biotie eur,,neutral
kaggle,"Meanwhile , Alfa owns 25.1 % of MegaFon through Altimo , and 4.99 % of Turkcell via an 18.5 % stake in Cukurova Holding .",meanwhile alfa owns megafon altimo turkcell via stake cukurova holding,,neutral
kaggle,Scanfil issued a profit warning on 10 April 2006 .,scanfil issued profit warning april 2006,2006.0,negative
kaggle,The borrower was happy to do the roadshow and this paid off as the hit ratio from it was high .,borrower happy roadshow paid hit ratio high,,positive
kaggle,"The contract also includes cutting and edging wagon parts at Ruukki 's steel service centres in Seinajoki and Raahe , both in southwestern Finland , from where they will be delivered to VR for welding and assembly .",contract also includes cutting edging wagon parts ruukki steel service centres seinajoki raahe southwestern finland delivered vr welding assembly,,neutral
kaggle,"The shopping center to be opened in St. Petersburg , Russia in November 2010 will turn the cash flow of Finnish department store chain Stockmann 's Russian operations positive for the first time in 2011 .",shopping center opened petersburg russia november 2010 turn cash flow finnish department store chain stockmann russian operations positive first time 2011,2010.0,positive
kaggle,Finnish investment company Neomarkka is the main owner of Kuitu Finland 's successor .,finnish investment company neomarkka main owner kuitu finland successor,,neutral
kaggle,"So far Norwegian Norske Skog has reduced the staff levels by 1,000 people and plans to reduce production by 200,000 tons in 2008 , while Finnish-Swedish Stora Enso is to cut staff by 1,700 people and production by 500,000 tons .",far norwegian norske skog reduced staff levels people plans reduce production tons 2008 stora enso cut staff people production tons,2008.0,neutral
kaggle,$XLB the weakest sector this year and possible false breakout  http://stks.co/dL1Z,xlb weakest sector year possible false breakout http,,negative
kaggle,UPDATE 1-Pearson expects to grow this year after solid end to 2014,update expects grow year solid end 2014,2014.0,positive
kaggle,"UPM-Kymmene Corp. , the world 's largest maker of magazine paper , on Tuesday reported a 19-percent profit drop as lower paper prices , higher costs and a strong euro hurt revenue .",world largest maker magazine paper tuesday reported profit drop lower paper prices higher costs strong euro hurt revenue,,neutral
kaggle,"The company said that currently the French distribution unit Ragot is located in Loudeac , Normandy , the distribution unit Waterqueen and line supplier Tortue in Saint Marcel in mid-France and the hook manufacturing unit VMC and hook distribution unit VMC Europe in Morvillars .",company said currently french distribution unit ragot located loudeac normandy distribution unit waterqueen line supplier tortue saint marcel hook manufacturing unit vmc hook distribution unit vmc europe morvillars,,neutral
kaggle,"Neste Oil Corporation is a refining and marketing company concentrating on clean , high-quality traffic fuels .",neste oil corporation refining marketing company concentrating clean traffic fuels,,neutral
kaggle,$NFLX Easy pop to 500$ by end of feb.. Then steady as she goes for 600 into second earnings report..800$ year end no matter what,nflx easy pop end feb steady goes second earnings report year end matter,,positive
kaggle,The company expects sales revenue of RMB8 .0 billion in 2009 .,company expects sales revenue billion 2009,2009.0,neutral
kaggle,$ARIA This is the reason why shorts don't show up...long steady small climbs. The best way to accrue value. IMO,aria reason shorts show long steady small climbs best way accrue value imo,,positive
kaggle,"`` Overall , we 're pleased with the startup curve ... and we 're pleased with the quality of the paper , '' Stora spokeswoman Patricia Dietz said Tuesday .",overall pleased startup curve pleased quality paper stora spokeswoman patricia dietz said tuesday,,positive
kaggle,As a result of the negotiations the employment of 130 blue - and white-collar employees at the Oulu plant would be terminated .,result negotiations employment blue employees oulu plant would terminated,,negative
kaggle,Sales by Seppala diminished by 6 per cent .,sales seppala diminished per cent,,negative
kaggle,The combined value of the orders is almost EUR 3mn .,combined value orders almost eur,,neutral
kaggle,"Stora Enso said DeLight was suitable for a wide range of applications including food , cosmetics , home decoration and leisure products .",stora enso said delight suitable wide range applications including food cosmetics home decoration leisure products,,neutral
kaggle,UPM stock fell 3 percent to EURO 12.49 $ 17.24 in early afternoon trading in Helsinki .,upm stock fell percent euro early afternoon trading helsinki,,negative
kaggle,Pharmaceutical market in Netherlands Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Netherlands .,pharmaceutical market netherlands global research data services published recently market analysis pharmaceutical markets netherlands,,neutral
kaggle,$PCLN Trying to break daily trend line! Big move could happen https://t.co/gY0aDb2jsQ https://t.co/KPBBCgQ2xy,pcln trying break daily trend line big move could happen https https,,positive
kaggle,"Fortum is looking to invest in several new production units , including a new waste-fired unit at its Brista combined heat and power ( CHP ) plant and a biofuels-based production unit at Vartan CHP plant .",fortum looking invest several new production units including new unit brista combined heat power chp plant production unit vartan chp plant,,neutral
kaggle,Breaking: Tesla recalls all Model X cars  .. details on show now $TSLA,breaking tesla recalls model x cars details show tsla,,negative
kaggle,BG Group Still Happy With Shell's $70 Billion Offer,bg group still happy shell billion offer,,positive
kaggle,@ACInvestorBlog: $SPY eod run :),acinvestorblog spy eod run,,positive
kaggle,Pharmaceuticals - Netherlands This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Netherlands .,pharmaceuticals netherlands market analysis gives clear overview actual situation future outlook pharmaceutical market netherlands,,neutral
kaggle,"Production capacity will rise gradually from 170,000 tonnes to 215,000 tonnes .",production capacity rise gradually tonnes tonnes,,positive
kaggle,Aviation Systems Maintenance is based in Kansas and generated net sales of USD 2.6 million for 2008 .,aviation systems maintenance based kansas generated net sales usd million 2008,2008.0,neutral
kaggle,The fixed acquisition price amounts to NOK 70 ( approximately EUR 8.7 ) million and additional price NOK 15 ( EUR 1.8 ) million at maximum .,fixed acquisition price amounts nok approximately eur million additional price nok eur million maximum,,neutral
